,Season,Squad,W,D,L,GF,GA,Pts,Sh,SoT,FK,PK,Cmp,Att,Cmp%,CK,CrdY,CrdR,Fls,PKcon,OG
240,2011-2012,Manchester City,28,5,5,93,29,89,0,230,0,2,0,0,0.0,0,70,4,405,0,0
241,2011-2012,Manchester Utd,28,5,5,89,33,89,0,146,0,3,0,0,0.0,0,71,2,415,0,0
242,2011-2012,Arsenal,21,7,10,74,49,70,0,150,0,4,0,0,0.0,0,69,5,442,0,0
243,2011-2012,Tottenham,20,9,9,66,41,69,0,159,0,5,0,0,0.0,0,52,5,448,0,0
244,2011-2012,Newcastle Utd,19,8,11,56,51,65,0,232,0,4,0,0,0.0,0,76,4,419,0,0
245,2011-2012,Chelsea,18,10,10,65,46,64,0,166,0,5,0,0,0.0,0,61,2,452,0,0
246,2011-2012,Everton,15,11,12,50,40,56,0,197,0,3,0,0,0.0,0,54,0,370,0,0
247,2011-2012,Liverpool,14,10,14,47,40,52,0,210,0,1,0,0,0.0,0,58,5,390,0,0
248,2011-2012,Fulham,14,10,14,48,51,52,0,262,0,7,0,0,0.0,0,59,5,422,0,0
249,2011-2012,West Brom,13,8,17,45,52,47,0,255,0,9,0,0,0.0,0,51,1,378,0,0
250,2011-2012,Swansea City,12,11,15,44,51,47,0,157,0,2,0,0,0.0,0,67,2,405,0,0
251,2011-2012,Norwich City,12,11,15,52,66,47,0,171,0,2,0,0,0.0,0,60,3,399,0,0
252,2011-2012,Sunderland,11,12,15,45,46,45,0,156,0,2,0,0,0.0,0,59,9,405,0,0
253,2011-2012,Stoke City,11,12,15,36,53,45,0,105,0,4,0,0,0.0,0,60,2,446,0,0
254,2011-2012,Wigan Athletic,11,10,17,42,62,43,0,147,0,1,0,0,0.0,0,62,4,396,0,0
255,2011-2012,Aston Villa,7,17,14,37,53,38,0,149,0,5,0,0,0.0,0,41,2,313,0,0
256,2011-2012,QPR,10,7,21,43,66,37,0,240,0,4,0,0,0.0,0,47,3,381,0,0
257,2011-2012,Bolton,10,6,22,46,77,36,0,184,0,1,0,0,0.0,0,48,1,421,0,0
258,2011-2012,Blackburn,8,7,23,48,78,31,0,161,0,5,0,0,0.0,0,69,3,468,0,0
259,2011-2012,Wolves,5,10,23,40,82,25,0,152,0,3,0,0,0.0,0,64,4,364,0,0
260,2010-2011,Manchester Utd,23,11,4,78,37,80,0,243,0,4,0,0,0.0,0,70,6,442,0,0
261,2010-2011,Chelsea,21,8,9,69,33,71,0,167,0,4,0,0,0.0,0,71,2,448,0,0
262,2010-2011,Manchester City,21,8,9,60,33,71,0,122,0,2,0,0,0.0,0,59,3,420,0,0
263,2010-2011,Arsenal,19,11,8,72,43,68,0,143,0,1,0,0,0.0,0,66,5,465,0,0
264,2010-2011,Tottenham,16,14,8,55,46,62,0,171,0,7,0,0,0.0,0,47,2,433,0,0
265,2010-2011,Liverpool,17,7,14,59,44,58,0,176,0,4,0,0,0.0,0,70,5,503,0,0
266,2010-2011,Everton,13,15,10,51,45,54,0,241,0,6,0,0,0.0,0,56,1,433,0,0
267,2010-2011,Fulham,11,16,11,49,43,49,0,192,0,3,0,0,0.0,0,60,5,482,0,0
268,2010-2011,Aston Villa,12,12,14,48,59,48,0,182,0,2,0,0,0.0,0,52,1,477,0,0
269,2010-2011,Sunderland,12,11,15,45,56,47,0,204,0,7,0,0,0.0,0,64,2,458,0,0
270,2010-2011,West Brom,12,11,15,56,71,47,0,182,0,8,0,0,0.0,0,76,5,481,0,0
271,2010-2011,Newcastle Utd,11,13,14,56,57,46,0,218,0,3,0,0,0.0,0,59,3,420,0,0
272,2010-2011,Stoke City,13,7,18,46,48,46,0,179,0,5,0,0,0.0,0,76,2,462,0,0
273,2010-2011,Bolton,12,10,16,52,56,46,0,146,0,3,0,0,0.0,0,70,2,428,0,0
274,2010-2011,Blackburn,11,10,17,46,59,43,0,159,0,4,0,0,0.0,0,64,5,432,0,0
275,2010-2011,Wigan Athletic,9,15,14,40,61,42,0,202,0,5,0,0,0.0,0,51,2,382,0,0
276,2010-2011,Wolves,11,7,20,46,66,40,0,183,0,4,0,0,0.0,0,55,7,425,0,0
277,2010-2011,Birmingham City,8,15,15,37,58,39,0,176,0,5,0,0,0.0,0,59,1,447,0,0
278,2010-2011,Blackpool,10,9,19,55,78,39,0,175,0,2,0,0,0.0,0,69,4,484,0,0
279,2010-2011,West Ham,7,12,19,43,70,33,0,145,0,3,0,0,0.0,0,63,2,473,0,0
280,2009-2010,Chelsea,27,5,6,103,32,86,0,237,0,3,0,0,0.0,0,56,1,468,0,0
281,2009-2010,Manchester Utd,27,4,7,86,28,85,0,164,0,5,0,0,0.0,0,62,2,504,0,0
282,2009-2010,Arsenal,23,6,9,83,41,75,0,156,0,2,0,0,0.0,0,72,1,449,0,0
283,2009-2010,Tottenham,21,7,10,67,41,70,0,166,0,3,0,0,0.0,0,61,2,538,0,0
284,2009-2010,Manchester City,18,13,7,73,45,67,0,171,0,4,0,0,0.0,0,78,5,552,0,0
285,2009-2010,Aston Villa,17,13,8,52,39,64,0,154,0,6,0,0,0.0,0,57,2,451,0,0
286,2009-2010,Liverpool,18,9,11,61,35,63,0,284,0,11,0,0,0.0,0,60,5,461,0,0
287,2009-2010,Everton,16,13,9,60,49,61,0,206,0,5,0,0,0.0,0,58,2,511,0,0
288,2009-2010,Birmingham City,13,11,14,38,47,50,0,141,0,4,0,0,0.0,0,46,1,465,0,0
289,2009-2010,Blackburn,13,11,14,41,55,50,0,120,0,6,0,0,0.0,0,70,6,554,0,0
290,2009-2010,Stoke City,11,14,13,34,48,47,0,192,0,3,0,0,0.0,0,57,5,457,0,0
291,2009-2010,Fulham,12,10,16,39,46,46,0,199,0,5,0,0,0.0,0,50,2,443,0,0
292,2009-2010,Sunderland,11,11,16,48,56,44,0,246,0,6,0,0,0.0,0,51,4,441,0,0
293,2009-2010,Bolton,10,9,19,42,67,39,0,149,0,3,0,0,0.0,0,76,5,500,0,0
294,2009-2010,Wolves,9,11,18,32,56,38,0,119,0,2,0,0,0.0,0,69,5,476,0,0
295,2009-2010,Wigan Athletic,9,9,20,37,79,36,0,152,0,6,0,0,0.0,0,87,9,540,0,0
296,2009-2010,West Ham,8,11,19,47,66,35,0,230,0,2,0,0,0.0,0,58,1,453,0,0
297,2009-2010,Burnley,8,6,24,42,82,30,0,187,0,7,0,0,0.0,0,69,3,539,0,0
298,2009-2010,Hull City,6,12,20,34,75,30,0,182,0,1,0,0,0.0,0,64,3,500,0,0
299,2009-2010,Portsmouth,7,7,24,34,66,19,0,142,0,2,0,0,0.0,0,65,4,513,0,0
300,2008-2009,Manchester Utd,28,6,4,68,24,90,0,231,0,5,0,0,0.0,0,63,3,449,0,0
301,2008-2009,Liverpool,25,11,2,77,27,86,0,180,0,4,0,0,0.0,0,53,2,462,0,0
302,2008-2009,Chelsea,25,8,5,68,24,83,0,153,0,4,0,0,0.0,0,80,4,546,0,0
303,2008-2009,Arsenal,20,12,6,68,37,72,0,185,0,0,0,0,0.0,0,61,1,527,0,0
304,2008-2009,Everton,17,12,9,55,37,63,0,285,0,2,0,0,0.0,0,48,2,438,0,0
305,2008-2009,Aston Villa,17,11,10,54,48,62,0,200,0,4,0,0,0.0,0,49,1,512,0,0
306,2008-2009,Fulham,14,11,13,39,34,53,0,173,0,5,0,0,0.0,0,42,1,446,0,0
307,2008-2009,Tottenham,14,9,15,45,45,51,0,160,0,3,0,0,0.0,0,71,3,568,0,0
308,2008-2009,West Ham,14,9,15,42,45,51,0,269,0,5,0,0,0.0,0,50,0,447,0,0
309,2008-2009,Manchester City,15,5,18,58,50,50,0,213,0,6,0,0,0.0,0,52,4,492,0,0
310,2008-2009,Wigan Athletic,12,9,17,34,45,45,0,272,0,4,0,0,0.0,0,67,5,425,0,0
311,2008-2009,Stoke City,12,9,17,38,55,45,0,153,0,1,0,0,0.0,0,57,3,450,0,0
312,2008-2009,Bolton,11,8,19,41,53,41,0,149,0,4,0,0,0.0,0,62,8,438,0,0
313,2008-2009,Portsmouth,10,11,17,38,57,41,0,163,0,2,0,0,0.0,0,66,5,460,0,0
314,2008-2009,Blackburn,10,11,17,40,60,41,0,120,0,5,0,0,0.0,0,75,5,515,0,0
315,2008-2009,Sunderland,9,9,20,34,54,36,0,164,0,1,0,0,0.0,0,69,1,399,0,0
316,2008-2009,Hull City,8,11,19,39,64,35,0,209,0,3,0,0,0.0,0,56,5,460,0,0
317,2008-2009,Newcastle Utd,7,13,18,40,59,34,0,182,0,3,0,0,0.0,0,65,1,466,0,0
318,2008-2009,Middlesbrough,7,11,20,28,57,32,0,180,0,1,0,0,0.0,0,70,4,500,0,0
319,2008-2009,West Brom,8,8,22,36,67,32,0,183,0,5,0,0,0.0,0,65,4,465,0,0
320,2007-2008,Manchester Utd,27,6,5,80,22,87,0,250,0,5,0,0,0.0,0,57,3,389,0,0
321,2007-2008,Chelsea,25,10,3,65,26,85,0,200,0,6,0,0,0.0,0,55,4,523,0,0
322,2007-2008,Arsenal,24,11,3,74,31,83,0,178,0,6,0,0,0.0,0,68,3,502,0,0
323,2007-2008,Liverpool,21,13,4,67,28,76,0,219,0,5,0,0,0.0,0,78,6,552,0,0
324,2007-2008,Everton,19,8,11,55,33,65,0,162,0,0,0,0,0.0,0,76,0,499,0,0
325,2007-2008,Aston Villa,16,12,10,71,51,60,0,207,0,7,0,0,0.0,0,65,5,431,0,0
326,2007-2008,Blackburn,15,13,10,50,48,58,0,141,0,0,0,0,0.0,0,64,1,515,0,0
327,2007-2008,Portsmouth,16,9,13,48,40,57,0,190,0,1,0,0,0.0,0,40,3,474,0,0
328,2007-2008,Manchester City,15,10,13,45,53,55,0,174,0,2,0,0,0.0,0,64,6,477,0,0
329,2007-2008,West Ham,13,10,15,42,50,49,0,266,0,5,0,0,0.0,0,46,1,440,0,0
330,2007-2008,Tottenham,11,13,14,66,61,46,0,169,0,2,0,0,0.0,0,49,4,395,0,0
331,2007-2008,Newcastle Utd,11,10,17,45,65,43,0,301,0,6,0,0,0.0,0,51,2,406,0,0
332,2007-2008,Middlesbrough,10,12,16,43,53,42,0,181,0,2,0,0,0.0,0,85,2,516,0,0
333,2007-2008,Wigan Athletic,10,10,18,34,51,40,0,174,0,4,0,0,0.0,0,61,1,470,0,0
334,2007-2008,Sunderland,11,6,21,36,59,39,0,185,0,4,0,0,0.0,0,59,3,528,0,0
335,2007-2008,Bolton,9,10,19,36,54,37,0,183,0,2,0,0,0.0,0,62,5,451,0,0
336,2007-2008,Fulham,8,12,18,38,60,36,0,153,0,1,0,0,0.0,0,63,4,502,0,0
337,2007-2008,Reading,10,6,22,41,66,36,0,236,0,4,0,0,0.0,0,52,1,385,0,0
338,2007-2008,Birmingham City,8,11,19,46,62,35,0,179,0,2,0,0,0.0,0,65,2,517,0,0
339,2007-2008,Derby County,1,8,29,20,89,11,0,184,0,4,0,0,0.0,0,63,4,502,0,0
340,2006-2007,Manchester Utd,28,5,5,83,27,89,0,249,0,10,0,0,0.0,0,60,3,367,0,0
341,2006-2007,Chelsea,24,11,3,64,24,83,0,228,0,6,0,0,0.0,0,48,1,541,0,0
342,2006-2007,Liverpool,20,8,10,57,27,68,0,211,0,5,0,0,0.0,0,84,8,497,0,0
343,2006-2007,Arsenal,19,11,8,63,35,68,0,195,0,6,0,0,0.0,0,85,4,528,0,0
344,2006-2007,Tottenham,17,9,12,57,54,60,0,172,0,4,0,0,0.0,0,60,4,443,0,0
345,2006-2007,Everton,15,13,10,52,36,58,0,235,0,3,0,0,0.0,0,66,4,437,0,0
346,2006-2007,Bolton,16,8,14,47,52,56,0,200,0,8,0,0,0.0,0,69,2,523,0,0
347,2006-2007,Reading,16,7,15,52,47,55,0,177,0,3,0,0,0.0,0,60,3,459,0,0
348,2006-2007,Portsmouth,14,12,12,45,42,54,0,249,0,6,0,0,0.0,0,43,0,446,0,0
349,2006-2007,Blackburn,15,7,16,52,54,52,0,179,0,2,0,0,0.0,0,62,4,493,0,0
350,2006-2007,Aston Villa,11,17,10,43,41,50,0,300,0,5,0,0,0.0,0,58,1,426,0,0
351,2006-2007,Middlesbrough,12,10,16,44,49,46,0,169,0,4,0,0,0.0,0,66,2,489,0,0
352,2006-2007,Newcastle Utd,11,10,17,38,47,43,0,182,0,5,0,0,0.0,0,67,1,461,0,0
353,2006-2007,Manchester City,11,9,18,29,44,42,0,195,0,2,0,0,0.0,0,51,1,505,0,0
354,2006-2007,West Ham,12,5,21,35,59,41,0,167,0,3,0,0,0.0,0,41,3,400,0,0
355,2006-2007,Fulham,8,15,15,38,60,39,0,193,0,2,0,0,0.0,0,68,2,438,0,0
356,2006-2007,Wigan Athletic,10,8,20,37,59,38,0,214,0,5,0,0,0.0,0,47,4,410,0,0
357,2006-2007,Sheffield Utd,10,8,20,32,55,38,0,144,0,3,0,0,0.0,0,49,2,517,0,0
358,2006-2007,Charlton Ath,8,10,20,34,60,34,0,149,0,1,0,0,0.0,0,86,2,557,0,0
359,2006-2007,Watford,5,13,20,29,59,28,0,188,0,3,0,0,0.0,0,77,3,510,0,0
360,2005-2006,Chelsea,29,4,5,72,22,91,0,275,0,4,0,0,0.0,0,56,2,479,0,0
361,2005-2006,Manchester Utd,25,8,5,72,34,83,0,189,0,1,0,0,0.0,0,62,2,522,0,0
362,2005-2006,Liverpool,25,7,6,57,25,82,0,171,0,2,0,0,0.0,0,56,7,484,0,0
363,2005-2006,Arsenal,20,7,11,68,31,67,0,181,0,4,0,0,0.0,0,78,6,568,0,0
364,2005-2006,Tottenham,18,11,9,53,38,65,0,204,0,2,0,0,0.0,0,68,3,506,0,0
365,2005-2006,Blackburn,19,6,13,51,42,63,0,189,0,4,0,0,0.0,0,45,2,500,0,0
366,2005-2006,Newcastle Utd,17,7,14,47,42,58,0,279,0,4,0,0,0.0,0,65,5,435,0,0
367,2005-2006,Bolton,15,11,12,49,41,56,0,206,0,1,0,0,0.0,0,68,7,538,0,0
368,2005-2006,West Ham,16,7,15,52,55,55,0,180,0,4,0,0,0.0,0,66,2,467,0,0
369,2005-2006,Wigan Athletic,15,6,17,45,52,51,0,283,0,4,0,0,0.0,0,53,5,446,0,0
370,2005-2006,Everton,14,8,16,34,49,50,0,206,0,1,0,0,0.0,0,72,4,513,0,0
371,2005-2006,Fulham,14,6,18,48,58,48,0,286,0,2,0,0,0.0,0,61,2,483,0,0
372,2005-2006,Charlton Ath,13,8,17,41,55,47,0,211,0,5,0,0,0.0,0,56,3,490,0,0
373,2005-2006,Middlesbrough,12,9,17,48,58,45,0,209,0,5,0,0,0.0,0,68,6,593,0,0
374,2005-2006,Manchester City,13,4,21,43,48,43,0,227,0,2,0,0,0.0,0,53,1,499,0,0
375,2005-2006,Aston Villa,10,12,16,42,55,42,0,180,0,2,0,0,0.0,0,73,4,536,0,0
376,2005-2006,Portsmouth,10,8,20,37,62,38,0,231,0,4,0,0,0.0,0,55,5,455,0,0
377,2005-2006,Birmingham City,8,10,20,28,50,34,0,155,0,1,0,0,0.0,0,47,2,466,0,0
378,2005-2006,West Brom,7,9,22,31,58,30,0,164,0,3,0,0,0.0,0,50,2,478,0,0
379,2005-2006,Sunderland,3,6,29,26,69,15,0,211,0,1,0,0,0.0,0,54,4,497,0,0
380,2004-2005,Chelsea,29,8,1,72,15,95,0,301,0,3,0,0,0.0,0,47,1,441,0,0
381,2004-2005,Arsenal,25,8,5,87,36,83,0,213,0,3,0,0,0.0,0,57,2,583,0,0
382,2004-2005,Manchester Utd,22,11,5,58,26,77,0,158,0,2,0,0,0.0,0,63,3,492,0,0
383,2004-2005,Everton,18,7,13,45,46,61,0,196,0,2,0,0,0.0,0,75,5,554,0,0
384,2004-2005,Liverpool,17,7,14,52,41,58,0,260,0,5,0,0,0.0,0,54,2,538,0,0
385,2004-2005,Bolton,16,10,12,49,44,58,0,171,0,0,0,0,0.0,0,39,4,450,0,0
386,2004-2005,Middlesbrough,14,13,11,53,46,55,0,310,0,5,0,0,0.0,0,51,0,479,0,0
387,2004-2005,Manchester City,13,13,12,47,39,52,0,191,0,10,0,0,0.0,0,59,3,539,0,0
388,2004-2005,Tottenham,14,10,14,47,41,52,0,173,0,2,0,0,0.0,0,57,4,508,0,0
389,2004-2005,Aston Villa,12,11,15,45,52,47,0,187,0,2,0,0,0.0,0,57,7,477,0,0
390,2004-2005,Charlton Ath,12,10,16,42,58,46,0,245,0,3,0,0,0.0,0,45,2,430,0,0
391,2004-2005,Birmingham City,11,12,15,40,46,45,0,213,0,5,0,0,0.0,0,44,3,475,0,0
392,2004-2005,Fulham,12,8,18,52,60,44,0,337,0,3,0,0,0.0,0,52,5,477,0,0
393,2004-2005,Newcastle Utd,10,14,14,47,57,44,0,242,0,1,0,0,0.0,0,55,2,474,0,0
394,2004-2005,Blackburn,9,15,14,32,43,42,0,240,0,3,0,0,0.0,0,60,5,526,0,0
395,2004-2005,Portsmouth,10,9,19,43,59,39,0,183,0,3,0,0,0.0,0,35,2,534,0,0
396,2004-2005,West Brom,6,16,16,36,61,34,0,173,0,6,0,0,0.0,0,54,2,393,0,0
397,2004-2005,Crystal Palace,7,12,19,41,62,33,0,173,0,3,0,0,0.0,0,45,2,431,0,0
398,2004-2005,Norwich City,7,12,19,42,77,33,0,242,0,1,0,0,0.0,0,58,1,424,0,0
399,2004-2005,Southampton,6,14,18,45,66,32,0,191,0,2,0,0,0.0,0,44,5,512,0,0
400,2003-2004,Arsenal,26,12,0,73,26,90,0,235,0,7,0,0,0.0,0,53,3,532,0,0
401,2003-2004,Chelsea,24,7,7,67,30,79,0,182,0,4,0,0,0.0,0,52,3,609,0,0
402,2003-2004,Manchester Utd,23,6,9,64,35,75,0,161,0,4,0,0,0.0,0,46,5,560,0,0
403,2003-2004,Liverpool,16,12,10,55,37,60,0,184,0,0,0,0,0.0,0,61,3,556,0,0
404,2003-2004,Newcastle Utd,13,17,8,52,40,56,0,212,0,1,0,0,0.0,0,66,0,521,0,0
405,2003-2004,Aston Villa,15,11,12,48,44,56,0,154,0,6,0,0,0.0,0,38,3,494,0,0
406,2003-2004,Charlton Ath,14,11,13,51,51,53,0,216,0,4,0,0,0.0,0,46,3,543,0,0
407,2003-2004,Bolton,14,11,13,48,56,53,0,160,0,1,0,0,0.0,0,54,3,474,0,0
408,2003-2004,Fulham,14,10,14,52,46,52,0,154,0,2,0,0,0.0,0,66,3,537,0,0
409,2003-2004,Birmingham City,12,14,12,43,48,50,0,134,0,4,0,0,0.0,0,73,5,564,0,0
410,2003-2004,Middlesbrough,13,9,16,44,52,48,0,168,0,2,0,0,0.0,0,61,8,558,0,0
411,2003-2004,Southampton,12,11,15,44,45,47,0,221,0,8,0,0,0.0,0,46,1,479,0,0
412,2003-2004,Portsmouth,12,9,17,47,54,45,0,198,0,4,0,0,0.0,0,50,3,463,0,0
413,2003-2004,Tottenham,13,6,19,47,57,45,0,182,0,1,0,0,0.0,0,46,3,448,0,0
414,2003-2004,Blackburn,12,8,18,51,59,44,0,182,0,3,0,0,0.0,0,59,1,554,0,0
415,2003-2004,Manchester City,9,14,15,55,54,41,0,178,0,7,0,0,0.0,0,48,3,534,0,0
416,2003-2004,Everton,9,12,17,45,57,39,0,167,0,3,0,0,0.0,0,63,3,603,0,0
417,2003-2004,Leicester City,6,15,17,48,65,33,0,175,0,2,0,0,0.0,0,54,3,504,0,0
418,2003-2004,Leeds United,8,9,21,40,79,33,0,186,0,3,0,0,0.0,0,61,0,595,0,0
419,2003-2004,Wolves,7,12,19,38,77,33,0,177,0,1,0,0,0.0,0,68,2,520,0,0
420,2002-2003,Manchester Utd,25,8,5,74,34,83,0,259,0,5,0,0,0.0,0,56,2,515,0,0
421,2002-2003,Arsenal,23,9,6,85,42,78,0,196,0,3,0,0,0.0,0,66,4,571,0,0
422,2002-2003,Newcastle Utd,21,6,11,63,48,69,0,141,0,4,0,0,0.0,0,74,3,553,0,0
423,2002-2003,Chelsea,19,10,9,68,38,67,0,174,0,5,0,0,0.0,0,66,4,590,0,0
424,2002-2003,Liverpool,18,10,10,61,41,64,0,152,0,1,0,0,0.0,0,71,3,464,0,0
425,2002-2003,Blackburn,16,12,10,52,43,60,0,156,0,4,0,0,0.0,0,56,1,533,0,0
426,2002-2003,Everton,17,8,13,48,49,59,0,222,0,3,0,0,0.0,0,62,1,498,0,0
427,2002-2003,Southampton,13,13,12,43,46,52,0,182,0,4,0,0,0.0,0,56,5,514,0,0
428,2002-2003,Manchester City,15,6,17,47,54,51,0,182,0,6,0,0,0.0,0,58,6,540,0,0
429,2002-2003,Tottenham,14,8,16,51,62,50,0,176,0,4,0,0,0.0,0,73,1,568,0,0
430,2002-2003,Middlesbrough,13,10,15,48,44,49,0,209,0,4,0,0,0.0,0,48,1,439,0,0
431,2002-2003,Charlton Ath,14,7,17,45,56,49,0,168,0,2,0,0,0.0,0,58,5,510,0,0
432,2002-2003,Birmingham City,13,9,16,41,49,48,0,235,0,9,0,0,0.0,0,46,1,488,0,0
433,2002-2003,Fulham,13,9,16,41,50,48,0,139,0,2,0,0,0.0,0,53,4,515,0,0
434,2002-2003,Leeds United,14,5,19,58,57,47,0,221,0,3,0,0,0.0,0,48,2,500,0,0
435,2002-2003,Aston Villa,12,9,17,42,47,45,0,191,0,6,0,0,0.0,0,49,3,548,0,0
436,2002-2003,Bolton,10,14,14,41,51,44,0,142,0,1,0,0,0.0,0,60,0,573,0,0
437,2002-2003,West Ham,10,12,16,42,59,42,0,166,0,3,0,0,0.0,0,64,4,497,0,0
438,2002-2003,West Brom,6,8,24,29,65,26,0,167,0,1,0,0,0.0,0,49,4,573,0,0
439,2002-2003,Sunderland,4,7,27,21,65,19,0,185,0,4,0,0,0.0,0,67,4,542,0,0
440,2001-2002,Arsenal,26,9,3,79,36,87,0,292,0,6,0,0,0.0,0,81,6,539,0,0
441,2001-2002,Liverpool,24,8,6,67,30,80,0,202,0,2,0,0,0.0,0,42,2,485,0,0
442,2001-2002,Manchester Utd,24,5,9,87,45,77,0,253,0,1,0,0,0.0,0,58,4,533,0,0
443,2001-2002,Newcastle Utd,21,8,9,74,52,71,0,205,0,0,0,0,0.0,0,58,6,506,0,0
444,2001-2002,Leeds United,18,12,8,53,37,66,0,212,0,0,0,0,0.0,0,61,3,500,0,0
445,2001-2002,Chelsea,17,13,8,66,38,64,0,237,0,3,0,0,0.0,0,71,2,438,0,0
446,2001-2002,West Ham,15,8,15,48,57,53,0,163,0,2,0,0,0.0,0,70,2,498,0,0
447,2001-2002,Aston Villa,12,14,12,46,47,50,0,213,0,3,0,0,0.0,0,62,4,584,0,0
448,2001-2002,Tottenham,14,8,16,49,53,50,0,180,0,1,0,0,0.0,0,51,1,452,0,0
449,2001-2002,Blackburn,12,10,16,55,51,46,0,231,0,1,0,0,0.0,0,42,1,471,0,0
450,2001-2002,Southampton,12,9,17,46,54,45,0,267,0,1,0,0,0.0,0,74,5,583,0,0
451,2001-2002,Middlesbrough,12,9,17,35,47,45,0,167,0,2,0,0,0.0,0,76,3,558,0,0
452,2001-2002,Fulham,10,14,14,36,44,44,0,262,0,1,0,0,0.0,0,43,2,439,0,0
453,2001-2002,Charlton Ath,10,14,14,38,49,44,0,289,0,5,0,0,0.0,0,52,1,426,0,0
454,2001-2002,Everton,11,10,17,45,57,43,0,142,0,2,0,0,0.0,0,54,7,470,0,0
455,2001-2002,Bolton,9,13,16,44,62,40,0,265,0,5,0,0,0.0,0,47,2,497,0,0
456,2001-2002,Sunderland,10,10,18,29,51,40,0,168,0,4,0,0,0.0,0,34,3,466,0,0
457,2001-2002,Ipswich Town,9,9,20,41,64,36,0,190,0,1,0,0,0.0,0,67,1,509,0,0
458,2001-2002,Derby County,8,6,24,33,63,30,0,212,0,3,0,0,0.0,0,59,4,465,0,0
459,2001-2002,Leicester City,5,13,20,30,64,28,0,210,0,4,0,0,0.0,0,68,3,497,0,0
460,2000-2001,Manchester Utd,24,8,6,79,31,80,0,267,0,1,0,0,0.0,0,48,3,509,0,0
461,2000-2001,Arsenal,20,10,8,63,38,70,0,166,0,1,0,0,0.0,0,64,3,540,0,0
462,2000-2001,Liverpool,20,9,9,71,39,69,0,123,0,3,0,0,0.0,0,57,1,487,0,0
463,2000-2001,Leeds United,20,8,10,64,43,68,0,216,0,3,0,0,0.0,0,49,2,451,0,0
464,2000-2001,Ipswich Town,20,6,12,57,42,66,0,220,0,4,0,0,0.0,0,72,2,528,0,0
465,2000-2001,Chelsea,17,10,11,68,45,61,0,160,0,3,0,0,0.0,0,74,2,518,0,0
466,2000-2001,Sunderland,15,12,11,46,41,57,0,145,0,2,0,0,0.0,0,80,3,553,0,0
467,2000-2001,Aston Villa,13,15,10,46,43,54,0,189,0,5,0,0,0.0,0,80,4,617,0,0
468,2000-2001,Charlton Ath,14,10,14,50,57,52,0,205,0,3,0,0,0.0,0,32,2,461,0,0
469,2000-2001,Southampton,14,10,14,40,48,52,0,229,0,3,0,0,0.0,0,75,3,596,0,0
470,2000-2001,Newcastle Utd,14,9,15,44,50,51,0,179,0,3,0,0,0.0,0,61,2,486,0,0
471,2000-2001,Tottenham,13,10,15,47,54,49,0,228,0,3,0,0,0.0,0,55,4,504,0,0
472,2000-2001,Leicester City,14,6,18,39,51,48,0,165,0,2,0,0,0.0,0,67,3,605,0,0
473,2000-2001,Middlesbrough,9,15,14,44,44,42,0,251,0,2,0,0,0.0,0,44,3,430,0,0
474,2000-2001,West Ham,10,12,16,45,50,42,0,175,0,3,0,0,0.0,0,78,6,572,0,0
475,2000-2001,Everton,11,9,18,45,59,42,0,183,0,5,0,0,0.0,0,48,5,508,0,0
476,2000-2001,Derby County,10,12,16,37,59,42,0,173,0,0,0,0,0.0,0,51,1,492,0,0
477,2000-2001,Manchester City,8,10,20,41,65,34,0,195,0,2,0,0,0.0,0,73,5,609,0,0
478,2000-2001,Coventry City,8,10,20,36,63,34,0,185,0,3,0,0,0.0,0,49,3,523,0,0
479,2000-2001,Bradford City,5,11,22,30,70,26,0,217,0,4,0,0,0.0,0,72,2,465,0,0
480,1999-2000,Manchester Utd,28,7,3,97,45,91,0,282,0,3,0,0,0.0,0,71,5,517,0,0
481,1999-2000,Arsenal,22,7,9,73,43,73,0,160,0,3,0,0,0.0,0,65,1,538,0,0
482,1999-2000,Leeds United,21,6,11,58,43,69,0,150,0,5,0,0,0.0,0,55,1,519,0,0
483,1999-2000,Liverpool,19,10,9,51,30,67,0,197,0,1,0,0,0.0,0,64,4,622,0,0
484,1999-2000,Chelsea,18,11,9,53,34,65,0,181,0,5,0,0,0.0,0,54,1,467,0,0
485,1999-2000,Aston Villa,15,13,10,46,35,58,0,160,0,2,0,0,0.0,0,90,4,550,0,0
486,1999-2000,Sunderland,16,10,12,57,56,58,0,175,0,6,0,0,0.0,0,60,5,614,0,0
487,1999-2000,Leicester City,16,7,15,55,55,55,0,221,0,4,0,0,0.0,0,79,3,613,0,0
488,1999-2000,West Ham,15,10,13,52,53,55,0,138,0,3,0,0,0.0,0,45,3,398,0,0
489,1999-2000,Tottenham,15,8,15,57,49,53,0,219,0,3,0,0,0.0,0,62,4,511,0,0
490,1999-2000,Newcastle Utd,14,10,14,63,54,52,0,254,0,3,0,0,0.0,0,46,4,409,0,0
491,1999-2000,Middlesbrough,14,10,14,46,52,52,0,176,0,6,0,0,0.0,0,82,3,583,0,0
492,1999-2000,Everton,12,14,12,59,49,50,0,195,0,6,0,0,0.0,0,48,1,539,0,0
493,1999-2000,Coventry City,12,8,18,47,54,44,0,157,0,3,0,0,0.0,0,43,1,439,0,0
494,1999-2000,Southampton,12,8,18,45,62,44,0,189,0,1,0,0,0.0,0,72,5,522,0,0
495,1999-2000,Derby County,9,11,18,44,57,38,0,185,0,6,0,0,0.0,0,79,3,606,0,0
